names,prices,description,phone_model,city,date,view
IPhone,180 000 ₸,Продам Айфон 8+. В отличном состоянии. Всегда носила в чехле . В подарок чехлы 10 штук. Все в отличном состоянии.... ,Мобильные телефоны » Apple,Нур-Султан (Астана),28 ноября 2020 г.,  32 
Samsung galaxy j 5. 2017. 16GB,35 000 ₸,"Телефон Samsung galaxy j 5. 2017. 16 GB.
Телефон в отличном состоянии. Одна хозяйка.
Полный набор:... ",Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  144 
Продаётся телефон j5,Договорная цена,Продаётся телефон Samsung j5 в идеальном состоянии есть коробка и все принадлежности.,Мобильные телефоны » Samsung,Караганда,28 ноября 2020 г.,  19 
Samsung Galaxy S8,110 000 ₸,Телефону год. В отличном состоянии. Я первый хозяин. Возможен торг.,Мобильные телефоны » Samsung,Аксу,28 ноября 2020 г.,  89 
Poco X3,110 000 ₸,Продам новой телефон поко х3. Операционная система андроид 10 и MIUI 12. Вместимость 64гб. Оперативка 6гб. Снапдраггон... ,Мобильные телефоны » Другой,Аксу,28 ноября 2020 г.,  48 
iPhone XS MAX,240 000 ₸,"iPhone XS MAX, ЕАС, чёрного цвета, 64 gb, бережная эксплуатация, полная комплектация, юридически чист. Состояние 9/10",Мобильные телефоны » Apple,Саймасай,28 ноября 2020 г.,  12 
"Айфон 11 про макс, 256 ГБ",410 000 ₸,"Iphone 11 pro max Midnight Green 256 GB, состояние идеальное, в комплекте всё есть",Мобильные телефоны » Apple,Актау,28 ноября 2020 г.,  31 
Samsung a5,50 000 ₸,Память на 32 гб ОЗУ на 3,Мобильные телефоны » Samsung,Павлодар,28 ноября 2020 г.,  2430 
Продам                                    Телефон,50 000 ₸,Телефон в хорошем состоянии память на 32 гб ОЗУ на 3 плюс чехол но он толка черный и с документами,Мобильные телефоны » Huawei,Павлодар,28 ноября 2020 г.,  3058 
Samsung a3,40 000 ₸,Память 2. 32 отдам с чехлом и зарядки наклейна защитное стекло торг уместен,Мобильные телефоны » Samsung,Павлодар,28 ноября 2020 г.,  194 
Телефон Samsung J5 prime В хорошем состаяний не разбить,30 000 ₸,Не Сломанный В хорошем состаяний 16гигабайтов,Мобильные телефоны » Samsung,Кандыагаш,28 ноября 2020 г.,  15 
Продам IPhone 5s,25 000 ₸,"Продам айфон 5s, не работает. С коробкой, без зарядки и наушников. Цена 25. 000 тг. Торг уместен.",Мобильные телефоны » Apple,Талдыкорган,28 ноября 2020 г.,  7 
Iphone 8 rosr gold 64gb,130 000 ₸,Срочно продам. В хорошем состоянии,Мобильные телефоны » Apple,Жетыбай,28 ноября 2020 г.,  5 
Продам Самсунг,25 000 ₸,,Мобильные телефоны » Samsung,Актобе,28 ноября 2020 г.,  6 
продам айфон 6 32 гб,40 000 ₸,"продам айфон 6 32 гб минусов нету 
документ имеется состояние отличное 
87053929727      40000 тысяч 
обмен не... ",Мобильные телефоны » Apple,Актау,28 ноября 2020 г.,  16 
Samsung galaxy s20,200 000 ₸,"самсунг s20, новый, оригинальный
работает со всеми симкартами, евротест
в наличии
itech.  click/ samsung",Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  19 
Продам айфон 6,15 000 ₸,Продам айфон 6 минусы сеть не ловит отпечаток фонарик вспышка не работает,Мобильные телефоны » Apple,Павлодар,28 ноября 2020 г.,  2 
Айфон 6,Договорная цена,Айфон 6. Память 32г. Цена 458000,Мобильные телефоны » Apple,Балхаш,28 ноября 2020 г.,  21 
LG K 8,Договорная цена,"LG К 8.  Идеальное состояние. Носила девушка. 
1 хозяин. Коробка  и зарядка. Цена 25000.Торг. Телефон 87009778332",Мобильные телефоны » LG,Балхаш,28 ноября 2020 г.,  4 
IPhone 8 Plus 64gb red,165 000 ₸,"Идеальном состоянии. Все работает. Без царапин и сколов. В комплекте коробка, зарядное устройство, чехлы
Память 64ГБ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  51 
